name,city,phone,email,rating,reviews,website,demo_url
air condition-repair houstontx,Houston,+1 713-364-8306,info@airconditionrepairhoustontx.com,,,https://airconditionrepairhoustontx.com/contact-us.html,https://demos.kinesiscreatives.com/houston-air-condition-repair-houstontx.html
Houston A/C Compressor Inc.,Houston,+1 713-271-8399,s.rameriz@houstonaccompressor.com,4.2,50.0,http://www.houstonaccompressor.com/,https://demos.kinesiscreatives.com/houston-houston-ac-compressor-inc.html
"Turbo Plumbing , Air Conditioning, Electrical & HVAC Repair Services",Missouri City,+1 281-920-1804,roy@turbohomeservices.com,,,https://turbohomeservices.com/,https://demos.kinesiscreatives.com/missouri-city-turbo-plumbing-air-conditioning-electrical-hvac-repair-services.html
UNICO HEATING AND A/C SERVICES,Houston,+1 346-375-7852,airductcleaner.net@gmail.com,5.0,19.0,https://www.heatingandairservices.net/,https://demos.kinesiscreatives.com/houston-unico-heating-and-ac-services.html
Easy Steam LLC,Houston,+1 713-565-4247,d.easysteam@gmail.com,5.0,245.0,https://easy-steam.com/,https://demos.kinesiscreatives.com/houston-easy-steam-llc.html
Greater Air Care Specialists,Houston,+1 832-850-4255,greateraircarespec@icloud.com,3.0,2.0,https://greateraircarespecialists.com/contact-us/,https://demos.kinesiscreatives.com/houston-greater-air-care-specialists.html
Texas Right Choice,Houston,+1 832-346-8413,bookme@airmavericks.com,4.6,692.0,https://texasrightchoice.com/,https://demos.kinesiscreatives.com/houston-texas-right-choice.html
H-Town Chimneys South Houston,Houston,+1 832-815-5084,breeze.airducts@gmail.com,3.8,10.0,https://affordableairductcleaningservices.com/,https://demos.kinesiscreatives.com/houston-h-town-chimneys-south-houston.html
H-Town Plumbers,Houston,+1 832-318-0390,office@htownplumber.us,4.9,277.0,https://www.htownplumbers.com/,https://demos.kinesiscreatives.com/houston-h-town-plumbers.html
Kitchenaid Appliance Repair,Houston,+1 346-388-1155,info@houstontribe.com,4.7,22.0,https://houstontribe.com/,https://demos.kinesiscreatives.com/houston-kitchenaid-appliance-repair.html
TN Cooler,Houston,+1 832-387-9533,tnshouston@gmail.com,4.6,77.0,http://www.tncooler.com/,https://demos.kinesiscreatives.com/houston-tn-cooler.html
LG Appliance Repair,Missouri City,+1 346-261-2929,info@applianceservicehouston.net,4.1,38.0,https://applianceservicehouston.net/,https://demos.kinesiscreatives.com/missouri-city-lg-appliance-repair.html
All American Plumbing,Houston,+1 832-280-5598,allamericanplumbing22@yahoo.com,4.7,27.0,http://allamerican-plumbing.com/%3Futm_campaign%3Dgmb,https://demos.kinesiscreatives.com/houston-all-american-plumbing.html
Clean Air Pro Services,Houston,+1 832-694-1222,info@cleanairbellairepro.com,4.3,49.0,https://www.cleanairprotx.com/,https://demos.kinesiscreatives.com/houston-clean-air-pro-services.html
Westbury Automotive,Houston,+1 713-721-6293,privacypolicyupdates@automattic.com,4.5,59.0,https://westburyautomotive.wordpress.com/,https://demos.kinesiscreatives.com/houston-westbury-automotive.html
Texas AirSystems Parts,Missouri City,+1 832-342-7005,mmfink13@gmail.com,4.0,18.0,http://texasairsystems.com/,https://demos.kinesiscreatives.com/missouri-city-texas-airsystems-parts.html
Total Auto Services,Houston,+1 713-433-7745,admin@totalautoservices.net,4.7,220.0,https://www.totalautoservices.net/,https://demos.kinesiscreatives.com/houston-total-auto-services.html
YB Plumbing & Hydro Jetting Services,Houston,+1 713-766-6663,ybplumbinglink@gmail.com,4.6,625.0,https://ybplumbing.com/,https://demos.kinesiscreatives.com/houston-yb-plumbing-hydro-jetting-services.html
Steam Express,Houston,+1 832-251-9193,steamexpressinc@yahoo.com,4.9,427.0,https://steam-express.com/,https://demos.kinesiscreatives.com/houston-steam-express.html
SOS-ASAP Operators,Houston,+1 713-397-4477,funguy@sos-asap.com,4.8,202.0,https://sos-asap.com/,https://demos.kinesiscreatives.com/houston-sos-asap-operators.html
Aquarius Home Service,Stafford,+1 281-561-8400,donna.haselow@aquariushomeservice.com,4.8,100.0,http://www.aquariushomeservice.com/,https://demos.kinesiscreatives.com/stafford-aquarius-home-service.html
Air Specialist Air Conditioning & Plumbing,Pearland,+1 713-469-3443,dave.pelton82@gmail.com,4.8,3735.0,https://www.airspecialist.com/%3Futm_source%3DGoogle%26utm_medium%3DGBP%26utm_campaign%3DOrganic_GBP_Air_Specialist,https://demos.kinesiscreatives.com/pearland-air-specialist-air-conditioning-plumbing.html
"Francisco and Son's Auto Repair, Inc",Houston,+1 713-723-3154,micah@micahrich.com,5.0,10.0,https://fandsautoinc.com/,https://demos.kinesiscreatives.com/houston-francisco-and-sons-auto-repair-inc.html
Home Services at The Home Depot,Houston,+1 844-476-2140,saber32@excite.com,4.2,11.0,https://www.homedepot.com/l/Westbury-Square/TX/Houston/77035/578/services%3Femt%3DHSEN%3Femt%3DGCGoogleMaps,https://demos.kinesiscreatives.com/houston-home-services-at-the-home-depot.html
Vibrant Mechanical,Houston,+1 281-436-9758,service@vibrantmechanical.com,5.0,155.0,https://vibrantmechanical.com/,https://demos.kinesiscreatives.com/houston-vibrant-mechanical.html
SDW Services,Houston,+1 281-204-3246,williamssdw@yahoo.com,4.9,44.0,https://sdw-services.com/,https://demos.kinesiscreatives.com/houston-sdw-services.html
AAD Heating & Air Conditioning,Houston,+1 713-379-1862,info@aadheatingairconditioning.xyz,5.0,39.0,https://aadheatingairconditioning.xyz/,https://demos.kinesiscreatives.com/houston-aad-heating-air-conditioning.html
Houston AC Repair Specialists,Houston,+1 713-929-3519,john@acrepairspecialistshouston.com,5.0,9.0,http://www.acrepairspecialistshouston.com/,https://demos.kinesiscreatives.com/houston-houston-ac-repair-specialists.html
Commercial HVAC of Houston,Houston,+1 806-206-6115,info@commercialhvacofhouston.com,5.0,4.0,https://www.commercialhvacofhouston.com/,https://demos.kinesiscreatives.com/houston-commercial-hvac-of-houston.html
Bodensteiner Service Inc,Houston,+1 713-868-0050,bsiairhtx@gmail.com,5.0,1041.0,https://www.bsiairhouston.com/,https://demos.kinesiscreatives.com/houston-bodensteiner-service-inc.html
Houston Air Services,Houston,+1 281-584-9111,houstonairservicesco@gmail.com,5.0,39.0,http://houstonairservices.com/,https://demos.kinesiscreatives.com/houston-houston-air-services.html
TEMPERTECH A/C & HEATING LLC,Houston,+1 281-865-1886,info@tempertechac.com,5.0,22.0,http://www.tempertechac.com/,https://demos.kinesiscreatives.com/houston-tempertech-ac-heating-llc.html
Mundae Services - Downtown Houston,Houston,+1 713-777-7700,ron@mundae.com,4.8,277.0,https://mundae.com/cleaning-restoration-downtown-houston/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Ddowntown_houston_location,https://demos.kinesiscreatives.com/houston-mundae-services-downtown-houston.html
Master Plumber Services,Houston,+1 346-768-3336,charlie@masterplumberservice.com,5.0,18.0,https://www.masterplumberservice.com/,https://demos.kinesiscreatives.com/houston-master-plumber-services.html
"A1 Plus Electrical, Plumbing and Air Conditioning Repair",Houston,+1 832-271-6414,info@a1pluselectrical.com,4.9,195.0,https://a1plus.com/cooling-services/air-conditioning-repair/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp-greenway%26utm_content%3Dlisting,https://demos.kinesiscreatives.com/houston-a1-plus-electrical-plumbing-and-air-conditioning-repair.html
Blueleaf Air Conditioning & Heating,Houston,+1 713-295-9728,info@blueleafhvac.com,4.6,65.0,https://callblueleafhvac.com/,https://demos.kinesiscreatives.com/houston-blueleaf-air-conditioning-heating.html
Atlas Ac Repair LLC,Houston,+1 281-220-8309,ken@atlasacrepair.com,4.9,76.0,https://atlasacrepair.com/,https://demos.kinesiscreatives.com/houston-atlas-ac-repair-llc.html
SAMS HVAC LLC,Houston,+1 713-213-0576,infoo@sam-hvac.com,4.5,8.0,http://www.sam-hvac.com/,https://demos.kinesiscreatives.com/houston-sams-hvac-llc.html
"Love Air Conditioning, Heating & Plumbing",Houston,+1 281-444-1174,info@loveair.com,4.1,124.0,https://www.loveair.net/,https://demos.kinesiscreatives.com/houston-love-air-conditioning-heating-plumbing.html
NexAir Solutions,Houston,+1 832-837-0301,info@nexairsolutions.com,4.8,26.0,http://nexairsolutions.com/,https://demos.kinesiscreatives.com/houston-nexair-solutions.html
Air Tech of Pasadena - Miles Service,Pasadena,+1 281-393-7875,service@airtechofpasadena.com,4.9,1358.0,https://www.airtechofpasadena.com/locations/pasadena-tx/%3Futm_source%3Dgoogle-gbp%26utm_medium%3Dorganic%26utm_campaign%3D*22*air-tech-pasadena,https://demos.kinesiscreatives.com/pasadena-air-tech-of-pasadena-miles-service.html
Brown Air Conditioning & Heating,Pasadena,+1 281-998-2665,brownairandheat@yahoo.com,4.7,936.0,https://www.brownairandheat.com/,https://demos.kinesiscreatives.com/pasadena-brown-air-conditioning-heating.html
"Air-Care Southeast, Inc.",South Houston,+1 713-946-4302,roger@aircaresoutheast.com,4.9,56.0,https://www.aircaresoutheast.com/,https://demos.kinesiscreatives.com/south-houston-air-care-southeast-inc.html
Minisplits Houston,Houston,+1 346-837-6170,Cfitzg6505@aol.Com,4.8,48.0,https://sites.google.com/view/minisplitshoustonac/home,https://demos.kinesiscreatives.com/houston-minisplits-houston.html
Covar Aircare LLC,Houston,+1 713-476-8945,covaraircare@outlook.com,4.8,154.0,https://www.covaraircare.net/,https://demos.kinesiscreatives.com/houston-covar-aircare-llc.html
Service Express HVAC,Houston,+1 281-648-2222,express.homexperts@gmail.com,4.2,10.0,https://serviceexpressacandheating.com/,https://demos.kinesiscreatives.com/houston-service-express-hvac.html
AC Repair Pasadena TX,Pasadena,+1 281-401-9349,service@acrepairpasadenatx.com,,,https://acrepairpasadenatx.com/,https://demos.kinesiscreatives.com/pasadena-ac-repair-pasadena-tx.html
Air Combination LLC,Houston,+1 832-374-0354,aircombination25@gmail.com,5.0,5.0,https://aircombination.jobbersites.com/,https://demos.kinesiscreatives.com/houston-air-combination-llc.html
Brico Air Conditioning Repair Services,Deer Park,+1 832-878-8146,bricoservices@comcast.net,4.8,123.0,http://www.bricoservices.org/,https://demos.kinesiscreatives.com/deer-park-brico-air-conditioning-repair-services.html
South Belt,Friendswood,+1 281-992-4900,southbeltac@yahoo.com,4.9,408.0,http://www.southbeltair.com/,https://demos.kinesiscreatives.com/friendswood-south-belt.html
Carrier Commercial Service,Missouri City,+1 713-797-8900,RICK.LEAVITT@CARRIER.COM,4.0,8.0,https://www.carrier.com/commercial/en/us/service/tx/houston/%3Futm_source%3DGMB%26utm_medium%3Dorganic%26utm_campaign%3DHouston%26utm_content%3Dlisting,https://demos.kinesiscreatives.com/missouri-city-carrier-commercial-service.html
TemperaturePro,Houston,+1 713-714-4674,tyler.vincer@temperaturepro.com,5.0,19.0,https://temperaturepro.com/new-territory-tx/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp-houston,https://demos.kinesiscreatives.com/houston-temperaturepro.html
Champion and Nash,Pasadena,+1 713-322-7682,cheng@houstontx.gov,4.9,1138.0,https://championandnash.com/cother,https://demos.kinesiscreatives.com/pasadena-champion-and-nash.html
"Turbo Plumbing , Air Conditioning, Electrical & HVAC Repair Services",Pasadena,+1 281-984-4894,roy@turbohomeservices.com,4.8,12.0,https://turbohomeservices.com/,https://demos.kinesiscreatives.com/pasadena-turbo-plumbing-air-conditioning-electrical-hvac-repair-services.html
